Id,SalePrice
1461,117612.96682598427
1462,160694.31758235465
1463,184763.5402994922
1464,200327.11865355386
1465,194865.54511303117
1466,174764.1530313656
1467,177788.6365158033
1468,165684.73055212756
1469,194965.35118009546
1470,119689.07989467586
1471,189754.63433555196
1472,98884.90275103769
1473,98305.58991519967
1474,147316.41209548127
1475,106867.20906031862
1476,360383.8274502163
1477,253559.75074691937
1478,294616.54188199143
1479,293702.01907066203
1480,493468.04140870087
1481,337741.92422585044
1482,219683.02279138257
1483,181451.78462317926
1484,157431.84309749326
1485,194146.5927206039
1486,198748.6338055266
1487,330332.5940920366
1488,237277.51727746756
1489,191948.09139945632
1490,244745.57780643337
1491,194410.02666151366
1492,96138.81030525087
1493,178944.2075076099
1494,296364.27325891494
1495,300077.7057849133
1496,231625.38037029005
1497,180170.8808840998
1498,162805.31591896748
1499,161479.504300759
1500,158623.88399921043
1501,179386.70982930335
1502,147804.04560844463
1503,286015.9303384527
1504,244821.96026671169
1505,229500.9826692415
1506,199364.39186294313
1507,251120.5289950477
1508,203134.6314278574
1509,164252.940369221
1510,143925.7533294804
1511,149826.3539062211
1512,178235.24593304438
1513,148161.64719022598
1514,154294.30218307485
1515,199232.74814186123
1516,153555.13157797
1517,176034.7079922058
1518,136051.49284860675
1519,205597.98721544287
1520,129918.27298742748
1521,131272.9311353197
1522,182320.64044462767
1523,112797.9227913573
1524,127770.01415066143
1525,120074.27865929766
1526,112829.6903796867
1527,110171.9375929509
1528,145901.20735670067
1529,150475.07537922845
1530,188005.25770051838
1531,110187.17060808411
1532,99277.81515384525
1533,154782.87338193998
1534,125744.592110113
1535,155560.9897972958
1536,109442.95987338833
1537,64928.63013335723
1538,150112.86847563327
1539,202900.8850190515
1540,95067.02672089956
1541,144217.0027806247
1542,143736.7995848325
1543,189476.6003017739
1544,88208.97502228979
1545,115883.55616233876
1546,132889.0848816121
1547,130627.9159978951
1548,138747.56842601098
1549,120879.67417768942
1550,131915.57744133958
1551,111748.99593060208
1552,138117.2231815342
1553,150358.9495830361
1554,120566.30640343885
1555,170825.6070110142
1556,84263.19689521303
1557,106738.40068207259
1558,99175.00654096581
1559,70275.91502125286
1560,133059.47427673152
1561,126877.74149706188
1562,126942.22148961315
1563,118247.02237642657
1564,161252.57508707047
1565,145902.2390316938
1566,247347.26087444733
1567,76585.01873380957
1568,236855.56963008057
1569,131086.65593471847
1570,142985.48274456745
1571,131725.3121473089
1572,148023.97276959915
1573,244798.5739242829
1574,125572.12592181793
1575,234048.3489670246
1576,246304.8143508943
1577,176000.65584352193
1578,144748.18723106288
1579,152368.48947102815
1580,195824.9049768078
1581,160294.49904143857
1582,122261.31655952646
1583,300730.5255469796
1584,220198.1419727765
1585,134123.61056169696
1586,68038.66927699801
1587,102948.8274399475
1588,154884.01370185017
1589,98432.68108196219
1590,139083.73532066777
1591,97135.85245758446
1592,117235.62670867215
1593,120549.19731705736
1594,121128.37336885356
1595,108388.95522690412
1596,221045.5640848989
1597,192761.3230731411
1598,228799.31490316402
1599,162479.7826954466
1600,156316.64514412047
1601,66711.0622761025
1602,114153.17068624156
1603,78993.2106513652
1604,266179.453678057
1605,242788.7076987862
1606,176207.98279122557
1607,182811.79072622015
1608,215637.71789328108
1609,180357.53339167446
1610,156627.03798514872
1611,144485.26452106616
1612,173620.979891536
1613,169574.8940199838
1614,126721.28897699041
1615,96592.24117575426
1616,82179.04674476961
1617,94506.13284604972
1618,123923.75608463083
1619,137212.87047734926
1620,161213.26575865378
1621,144077.1549389381
1622,145198.51027391563
1623,267431.0568422768
1624,217992.0157095517
1625,116404.17540550599
1626,173840.31114247887
1627,196507.47191702566
1628,275392.890929781
1629,179732.35083472411
1630,356581.59952025826
1631,229276.1762037642
1632,244588.48111854465
1633,173926.40112576904
1634,185152.92751639205
1635,178418.47931571596
1636,151462.60907676208
1637,199612.18020641262
1638,186305.15473683312
1639,184307.41488670855
1640,255848.91565192255
1641,186002.10820222824
1642,246348.04247326095
1643,220821.29713815002
1644,237875.99012925883
1645,208020.32580190146
1646,161803.9875553586
1647,158195.2152828895
1648,129952.95097693444
1649,143257.62087694008
1650,110823.34539165285
1651,123685.17419022693
1652,100952.07026566513
1653,103456.35430690608
1654,143214.30560179843
1655,129958.8648710852
1656,139503.55216311078
1657,145184.65649224905
1658,142407.05077232435
1659,110221.62187049059
1660,150479.38995489295
1661,448916.83299066493
1662,400033.82530108554
1663,380071.3883206915
1664,527674.4834408304
1665,303896.0321667023
1666,341783.806049037
1667,386000.4591576071
1668,340107.1434740722
1669,307694.5175917867
1670,347848.7691299943
1671,278034.776281187
1672,441516.1951520111
1673,298702.3243092713
1674,248437.64578519302
1675,205420.50666783642
1676,204692.83545335234
1677,229092.02676343737
1678,465615.04086024436
1679,402904.99745384743
1680,330730.13028905116
1681,247729.03196028373
1682,318664.95520159235
1683,193464.84098273382
1684,182548.41452117267
1685,176683.1824819449
